title,worldwide,Year,Genre
The Karate Kid Part III,"$38,956,288",1989,
The 'Burbs,"$36,602,268",1989,
Fletch Lives,"$33,266,859",1989,Comedy
Licence to Kill,"$156,167,015",1989,Action
Lean on Me,"$29,823,140",1989,Drama
The Bear,"$31,753,898",1989,
Weekend at Bernie's,"$30,218,387",1989,Comedy
Road House,"$30,050,028",1989,Action
Peter Pan 1989 Re-release,"$29,445,131",1989,
The Dream Team,"$26,793,650",1989,Comedy
Do the Right Thing,"$26,051,502",1989,Drama
All Dogs Go to Heaven,"$26,220,877",1989,Adventure
Glory,"$26,828,365",1989,Drama
"Sex, Lies, and Videotape","$36,741,667",1989,Drama
A Nightmare on Elm Street: The Dream Child,"$22,168,359",1989,
Dad,"$19,738,015",1989,Comedy
Lock Up,"$22,099,847",1989,Action
Cousins,"$21,707,236",1989,Romantic Comedy
The Rescuers 1989 Re-release,"$21,215,869",1989,
Say Anything,"$20,781,987",1989,
An Innocent Man,"$19,397,847",1989,Drama
The Fly II,"$19,441,528",1989,Horror
Skin Deep,"$19,000,000",1989,Comedy
Blaze,"$19,049,727",1989,Drama
Her Alibi,"$17,195,050",1989,Comedy
Casualties of War,"$18,468,714",1989,Drama
Prancer,"$16,115,398",1989,Drama
The Fabulous Baker Boys,"$18,121,297",1989,Comedy
Crimes and Misdemeanors,"$18,254,702",1989,Comedy
Shocker,"$16,918,796",1989,Horror
Chances Are,"$15,939,663",1989,Romantic Comedy
No Holds Barred,"$16,093,651",1989,Action
Next of Kin,"$15,942,628",1989,Action
Leviathan,"$15,854,174",1989,Horror
She-Devil,"$15,351,421",1989,Black Comedy
My Left Foot,"$14,743,391",1989,
Kickboxer,"$14,533,681",1989,Action
Friday the 13th Part VIII: Jason Takes Manhattan,"$14,343,976",1989,
The Wizard,"$14,278,900",1989,Adventure
Great Balls of Fire!,"$13,691,550",1989,Drama
Family Business,"$11,053,835",1989,Comedy
Pink Cadillac,"$12,143,484",1989,Comedy
She's Out of Control,"$12,065,892",1989,Comedy
Halloween 5: The Revenge of Michael Myers,"$11,642,254",1989,
Gross Anatomy,"$11,346,186",1989,Drama
Police Academy 6: City Under Siege,"$11,567,000",1989,Comedy
Young Einstein,"$11,536,599",1989,Comedy
Who's Harry Crumb?,"$10,982,364",1989,Comedy
New York Stories,"$10,763,469",1989,Drama
The Package,"$10,758,905",1989,Action
We're No Angels,"$10,555,348",1989,Comedy
Cyborg,"$10,030,875",1989,Action
Henry V,"$10,176,701",1989,Drama
Criminal Law,"$9,443,550",1989,Thriller/Suspense
Tap,"$9,114,702",1989,Drama
Renegades,"$9,015,164",1989,Action
Scandal,"$8,800,000",1989,Drama
True Believer,"$8,742,000",1989,Drama
Troop Beverly Hills,"$7,190,505",1989,Comedy
Cheetah,"$7,882,250",1989,Adventure
DeepStar Six,"$7,724,847",1989,Horror
Dead Bang,"$6,935,216",1989,Action
The Adventures of Baron Munchausen,"$8,874,819",1989,Comedy
Dead Calm,"$7,032,915",1989,Thriller/Suspense
"Enemies, A Love Story","$7,754,571",1989,
Disorganized Crime,"$7,210,149",1989,Comedy
Johnny Handsome,"$6,622,465",1989,Thriller/Suspense
Lawrence of Arabia 1989 Re-release,"$6,986,278",1989,
Relentless,"$6,985,999",1989,Thriller/Suspense
Shag,"$6,957,975",1989,
Roger & Me,"$6,706,368",1989,Documentary
Music Box,"$6,263,883",1989,Thriller/Suspense
UHF,"$7,960,382",1989,Comedy
Shirley Valentine,"$6,056,912",1989,
Immediate Family,"$5,841,286",1989,Drama
Millennium,"$5,725,353",1989,Thriller/Suspense
Dream a Little Dream,"$5,171,429",1989,Romantic Comedy
Second Sight,"$5,000,000",1989,Black Comedy
Let It Ride,"$4,971,088",1989,Comedy
See You in the Morning,"$4,795,009",1989,Drama
Drugstore Cowboy,"$4,729,623",1989,Drama
The January Man,"$4,611,062",1989,
The Mighty Quinn,"$3,992,420",1989,Thriller/Suspense
Staying Together,"$4,348,025",1989,Comedy
Listen to Me,"$4,177,448",1989,Drama
Red Scorpion,"$4,192,000",1989,Action
Loverboy,"$3,887,852",1989,Romantic Comedy
The Phantom of the Opera,"$4,410,818",1989,Horror
Earth Girls Are Easy,"$3,916,303",1989,Romantic Comedy
A Dry White Season,"$3,282,890",1989,Thriller/Suspense
Worth Winning,"$3,690,328",1989,Romantic Comedy
Old Gringo,"$3,574,256",1989,Adventure
Fat Man and Little Boy,"$3,560,942",1989,Drama
Physical Evidence,"$12,000,000",1989,Thriller/Suspense
In Country,"$3,531,971",1989,Drama
Kinjite: Forbidden Subjects,"$3,416,846",1989,
Camille Claudel,"$3,331,297",1989,Drama
Rude Awakening,"$3,169,719",1989,
Speed Zone,"$3,077,361",1989,
Fright Night Part 2,"$2,350,289",1989,Horror
976-EVIL,"$2,955,917",1989,Horror
The Adventures of Milo and Otis,"$2,948,215",1989,
Gleaming the Cube,"$2,454,590",1989,Action
Farewell to the King,"$2,361,132",1989,
Gone with the Wind 1989 Re-release,"$2,403,316",1989,
Chocolat,"$2,798,430",1989,Drama
Sing,"$10,349,450",1989,
Scenes from the Class Struggle in Beverly Hills,"$2,156,471",1989,
Jacknife,"$2,049,769",1989,
Rooftops,"$2,043,889",1989,
Winter People,"$2,023,282",1989,
Erik the Viking,"$1,932,642",1989,Comedy
Communion,"$1,919,000",1989,Horror
Breaking In,"$1,811,086",1989,Comedy
Cookie,"$1,755,480",1989,Comedy
Miss Firecracker,"$1,852,655",1989,Comedy
Bloodfist,"$1,770,082",1989,Action
House III: The Horror Show,"$1,738,897",1989,
Best of the Best,"$1,700,000",1989,Action
How I Got Into College,"$651,850",1989,Comedy
Stepfather II: Make Room for Daddy,"$1,519,796",1989,
The Simpsons: Family Portrait/Beat Dedication/Propagandance/Scaredy Cat!/Rarg/Knick Knack/Pencil Dance/Quinoscopio 2/Umbabarauma/Goodnight Norma... Goodnight Milton.../Tin Toy/25 Ways to Quit Smoking,"$1,487,606",1989,
True Love,$0,1989,Comedy
The Navigator: A Medieval Odyssey,"$1,333,379",1989,
Romero,"$1,316,495",1989,
Babar: The Movie,"$1,305,187",1989,
Apartment Zero,"$1,267,578",1989,
Little Vera,"$1,262,598",1989,
Queen of Hearts,"$917,820",1989,Comedy
High Hopes,"$1,192,322",1989,Comedy
Murmur of the Heart,"$1,160,784",1989,
Miracle Mile,"$1,276,156",1989,Thriller/Suspense
Valmont,"$1,132,000",1989,Drama
Heathers,"$982,614",1989,Comedy
Heart of Dixie,"$1,093,011",1989,Drama
Wired,"$1,000,000",1989,
The Music Teacher,"$1,086,894",1989,
Welcome Home,"$1,029,822",1989,Drama
Pumpkinhead 1989 Re-release,"$1,000,000",1989,
Getting It Right,"$960,385",1989,
American Ninja 3: Blood Hunt,"$938,872",1989,Action
Parents,"$871,113",1989,Black Comedy
Crack House,"$486,722",1989,Action
The Terror Within,"$858,591",1989,
Akira,"$830,239",1989,
Little Monsters,"$542,939",1989,Comedy
The Toxic Avenger Part II,"$46,476",1989,Black Comedy
For All Mankind,"$770,366",1989,
The Girl in a Swing,"$747,013",1989,
Vampire's Kiss,"$725,740",1989,Horror
"Distant Voices, Still Lives","$688,329",1989,
Wuthering Heights,"$624,643",1989,
The Wizard of Oz 1989 Re-release,"$612,300",1989,
Eddie and the Cruisers II: Eddie Lives!,"$536,508",1989,
"Thelonious Monk: Straight, No Chaser","$518,918",1989,
Slaves of New York,"$463,972",1989,Drama
The Rainbow,"$444,055",1989,
How to Get Ahead in Advertising,$0,1989,Black Comedy
Triumph of the Spirit,"$408,839",1989,Drama
The Toxic Avenger Part III: The Last Temptation of Toxie,"$363,561",1989,
Night Game,"$337,812",1989,Thriller/Suspense
Crusoe,"$315,421",1989,
Out Cold,"$294,266",1989,
Powwow Highway,"$283,747",1989,
Kill Me Again,"$283,694",1989,Thriller/Suspense
Heavy Petting,"$272,371",1989,
Paperhouse,"$241,278",1989,
Weapons of the Spirit,"$232,981",1989,
Home Alone,"$476,680,641",1990,Comedy
Ghost,"$517,599,988",1990,Drama
Dances with Wolves,"$424,208,805",1990,Western
Pretty Woman,"$432,566,361",1990,Romantic Comedy
Teenage Mutant Ninja Turtles,"$202,000,000",1990,Adventure
The Hunt for Red October,"$200,500,000",1990,Thriller/Suspense
Total Recall,"$261,399,684",1990,Action
Die Hard 2,"$239,813,888",1990,Action
Dick Tracy,"$162,738,726",1990,Action
Kindergarten Cop,"$202,000,000",1990,Comedy
Back to the Future Part III,"$244,087,259",1990,Western
Days of Thunder,"$157,670,733",1990,Action
Presumed Innocent,"$221,300,000",1990,Thriller/Suspense
Another 48 Hrs.,"$152,747,413",1990,Action
Three Men and a Little Lady,"$71,609,321",1990,
Bird on a Wire,"$138,697,012",1990,Action
The Godfather Part III,"$66,666,062",1990,
Flatliners,"$61,308,153",1990,Horror
Misery,"$61,166,323",1990,Thriller/Suspense
Edward Scissorhands,"$53,980,220",1990,Drama
Problem Child,"$72,270,895",1990,Black Comedy
Arachnophobia,"$53,208,180",1990,Horror
Awakenings,"$51,636,504",1990,Drama
Look Who's Talking Too,"$46,614,448",1990,Comedy
Hard to Kill,"$47,381,527",1990,Action
Goodfellas,"$47,103,483",1990,Drama
Marked for Death,"$43,224,499",1990,Action
RoboCop 2,"$45,681,173",1990,Action
The Jungle Book 1990 Re-release,"$44,645,619",1990,
Young Guns II,"$44,143,410",1990,Western
Gremlins 2: The New Batch,"$41,476,097",1990,Comedy
Rocky V,"$119,946,358",1990,Action
Joe Versus the Volcano,"$39,381,963",1990,Comedy
Postcards from the Edge,"$37,963,281",1990,Comedy
Mermaids,"$35,140,500",1990,Comedy
Darkman,"$32,942,739",1990,Action
Air America,"$32,914,515",1990,Action
Predator 2,"$54,768,418",1990,Action
Green Card,"$29,804,169",1990,Romantic Comedy
Pacific Heights,"$29,381,956",1990,Thriller/Suspense
Child's Play 2,"$34,166,572",1990,Horror
The Rescuers Down Under,"$47,431,461",1990,Adventure
Internal Affairs,"$27,789,904",1990,Thriller/Suspense
Cadillac Man,"$27,257,086",1990,Comedy
Memphis Belle,"$27,792,033",1990,Drama
House Party,"$26,385,627",1990,Comedy
Jacob's Ladder,"$26,118,851",1990,
The Exorcist III,"$25,011,739",1990,Horror
Fantasia 1990 Re-release,"$25,363,371",1990,
Navy Seals,"$24,824,126",1990,Action
Ernest Goes to Jail,"$25,029,569",1990,Comedy
Ghost Dad,"$23,007,150",1990,Comedy
My Blue Heaven,"$23,591,472",1990,Comedy
The Russia House,"$22,998,000",1990,Thriller/Suspense
The First Power,"$21,365,321",1990,Horror
The Rookie,"$21,633,874",1990,Action
The Freshman,"$21,289,527",1990,Comedy
The Adventures of Ford Fairlane,"$20,423,389",1990,Comedy
Quigley Down Under,"$21,413,105",1990,Western
Madhouse,"$20,438,179",1990,Black Comedy
Hamlet,"$22,493,727",1990,Drama
Jetsons: The Movie,"$19,543,985",1990,Comedy
Stella,"$20,062,347",1990,Drama
Taking Care of Business,"$20,022,690",1990,Comedy
Betsy's Wedding,"$19,740,070",1990,Romantic Comedy
DuckTales the Movie: Treasure of the Lost Lamp,"$18,115,724",1990,
Sibling Rivalry,"$17,854,933",1990,Black Comedy
White Palace,"$17,487,531",1990,Drama
The Guardian,"$16,140,440",1990,Horror
Death Warrant,"$15,394,200",1990,Action
Tremors,"$16,668,089",1990,Comedy
Tales from the Darkside: The Movie,"$16,324,573",1990,Horror
Men at Work,"$16,151,032",1990,Comedy
I Love You to Death,"$15,600,149",1990,Black Comedy
Mo' Better Blues,"$16,153,000",1990,Drama
Avalon,"$15,702,685",1990,Drama
The Bonfire of the Vanities,"$15,432,314",1990,Comedy
Revenge,"$15,535,771",1990,Thriller/Suspense
Reversal of Fortune,"$15,445,131",1990,Drama
Mr. Destiny,"$15,402,448",1990,Comedy
Spaced Invaders,"$15,000,000",1990,Comedy
Quick Change,"$15,260,154",1990,Comedy
Fire Birds,"$14,760,451",1990,Action
Wild at Heart,"$14,562,437",1990,Black Comedy
Lord of the Flies,"$13,812,230",1990,Adventure
The Grifters,"$12,850,000",1990,Thriller/Suspense
Crazy People,"$13,204,459",1990,Comedy
Bad Influence,"$12,626,043",1990,Thriller/Suspense
Cinema Paradiso,"$11,990,401",1990,
Graveyard Shift,"$11,578,883",1990,Horror
Henry & June,"$23,411,903",1990,Drama
Pump Up the Volume,"$11,541,758",1990,Drama
Opportunity Knocks,"$11,359,129",1990,Comedy
Q&A,"$11,207,891",1990,
Wild Orchid,"$11,110,258",1990,Thriller/Suspense
Nuns on the Run,"$10,959,015",1990,Comedy
Narrow Margin,"$10,873,237",1990,Thriller/Suspense
The Witches,"$15,349,948",1990,Horror
The Adventures of Milo and Otis 1990 Re-release,"$10,351,534",1990,
The Two Jakes,"$10,005,969",1990,Thriller/Suspense
Miami Blues,"$9,654,407",1990,Black Comedy
Nightbreed,"$8,605,163",1990,Horror
Havana,"$9,200,339",1990,Drama
Ski Patrol,"$8,000,000",1990,Comedy
Cry-Baby,"$7,736,103",1990,Romantic Comedy
Blue Steel,"$7,701,707",1990,Action
Funny About Love,"$8,128,773",1990,Romantic Comedy
"The Cook, the Thief, His Wife & Her Lover","$7,726,737",1990,
Mr. & Mrs. Bridge,"$7,698,000",1990,Drama
Alice,"$7,331,647",1990,Romantic Comedy
Almost an Angel,"$6,633,976",1990,Comedy
Delta Force 2: The Colombian Connection,"$6,698,361",1990,
Flashback,"$6,476,134",1990,Action
The Gods Must Be Crazy II,"$9,591,444",1990,Comedy
Men Don't Leave,"$6,050,018",1990,Drama
Night of the Living Dead,"$5,835,247",1990,Horror
Cyrano de Bergerac,"$2,021",1990,Drama
Stanley & Iris,"$5,820,015",1990,Drama
Leatherface: Texas Chainsaw Massacre III,"$5,697,588",1990,Horror
Hardware,"$5,649,801",1990,Action
Loose Cannons,"$4,463,085",1990,Comedy
Miller's Crossing,"$4,693,786",1990,Thriller/Suspense
The Handmaid's Tale,"$4,960,385",1990,Drama
The Long Walk Home,"$13,798,030",1990,Drama
Longtime Companion,"$4,609,953",1990,
Graffiti Bridge,"$4,562,778",1990,Drama
Dark Angel,"$4,372,561",1990,Action
Lisa,"$4,067,725",1990,Thriller/Suspense
Lambada,"$4,248,622",1990,Drama
China Cry: A True Story,"$3,254,801",1990,Drama
Heart Condition,"$4,134,992",1990,Comedy
Tie Me Up! Tie Me Down!,"$4,087,361",1990,
Mountains of the Moon,"$4,011,793",1990,Adventure
Short Time,"$4,010,647",1990,Comedy
"Welcome Home, Roxy Carmichael","$3,989,297",1990,Drama
The Lemon Sisters,"$3,399,773",1990,
A Shock to the System,"$3,475,805",1990,Black Comedy
Metropolitan,"$2,938,000",1990,Comedy
Desperate Hours,"$2,624,629",1990,Thriller/Suspense
Blind Fury,"$2,345,628",1990,Action
"After Dark, My Sweet","$2,678,414",1990,Drama
King of New York,"$2,391,063",1990,Action
Impulse,"$2,531,528",1990,Thriller/Suspense
Class of 1999,"$1,400,149",1990,Adventure
Body Chemistry,"$323,908",1990,Thriller/Suspense
Downtown,"$2,205,486",1990,
White Hunter Black Heart,"$2,319,124",1990,
The Nasty Girl,"$2,281,569",1990,Drama
Texasville,"$2,268,181",1990,Drama
Vincent & Theo,"$2,231,274",1990,Drama
Def by Temptation,"$2,218,579",1990,Horror
Eating,"$446,018",1990,Comedy
The Sheltering Sky,"$2,075,084",1990,
The Krays,"$2,035,562",1990,
Dreams,"$1,963,207",1990,
State of Grace,"$1,911,542",1990,Drama
The Forbidden Dance,"$1,719,538",1990,Drama
Tune in Tomorrow...,"$1,794,001",1990,
The Nutcracker Prince,"$1,781,694",1990,
Too Beautiful for You,"$1,776,440",1990,
Last Exit to Brooklyn,"$678,680",1990,
The Rain Killer,"$1,696,066",1990,
Brain Dead,"$1,627,955",1990,Horror
Jesus of Montreal,"$1,601,612",1990,
May Fools,"$1,576,702",1990,
The Haunting of Morella,"$599,951",1990,Horror
The Last of the Finest,"$1,395,694",1990,Action
Streets,"$808,730",1990,Action
A Cry in the Wild,"$1,494,969",1990,
The Field,"$1,494,399",1990,
Love at Large,"$1,214,295",1990,Thriller/Suspense
Monsieur Hire,"$1,417,030",1990,
Courage Mountain,"$1,393,610",1990,Drama
Repossessed,"$1,382,462",1990,
Daddy's Dyin'... Who's Got the Will?,"$1,373,728",1990,
Everybody Wins,"$1,299,327",1990,
The Fourth War,"$1,305,888",1990,Drama
The Hot Spot,"$1,206,153",1990,Thriller/Suspense
Bloodfist II,"$1,292,323",1990,Action
This Is Not Frank's Planet/Snowie and the Seven Dorps/Poumse...,"$1,289,551",1990,
Robot Jox,"$329,937",1990,Action
Slumber Party Massacre III,"$1,242,995",1990,
The Icicle Thief,"$1,231,622",1990,
Vital Signs,"$1,224,605",1990,Drama
Without You I'm Nothing,"$1,218,730",1990,
The Boyfriend School,"$1,171,762",1990,
To Sleep with Anger,"$1,275,874",1990,Drama
Where the Heart Is,"$1,106,475",1990,Comedy
Hidden Agenda,"$1,193,890",1990,Drama
Corporate Affairs,"$1,006,575",1990,
Come See the Paradise,"$865,660",1990,Drama
Sweetie,"$938,065",1990,
The Blood of Heroes,"$882,290",1990,Action
Angel Town,"$920,810",1990,
Waiting for the Light,"$808,690",1990,Comedy
C'est la vie,"$805,472",1990,
Listen Up: The Lives of Quincy Jones,"$776,699",1990,
22nd Annual International Tournée of Animation,"$768,304",1990,
Strapless,"$764,794",1990,
Coupe de Ville,"$592,089",1990,Comedy
Beauty and the Beast,"$438,656,843",1991,Musical
Terminator 2: Judgment Day,"$515,361,524",1991,Action
Robin Hood: Prince of Thieves,"$390,500,000",1991,Adventure
The Silence of the Lambs,"$275,726,716",1991,Horror
City Slickers,"$124,033,872",1991,Comedy
Hook,"$300,854,823",1991,Adventure
The Addams Family,"$191,502,243",1991,Comedy
Sleeping with the Enemy,"$174,968,942",1991,Thriller/Suspense
Father of the Bride,"$89,325,780",1991,Comedy
The Naked Gun 2½: The Smell of Fear,"$86,947,968",1991,Comedy
Fried Green Tomatoes,"$81,906,155",1991,Drama
Cape Fear,"$182,291,969",1991,Thriller/Suspense
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"$78,656,813",1991,
Backdraft,"$152,368,585",1991,Thriller/Suspense
Star Trek VI: The Undiscovered Country,"$96,900,000",1991,Thriller/Suspense
The Prince of Tides,"$74,787,599",1991,Drama
JFK,"$206,184,252",1991,Drama
Hot Shots!,"$176,267,322",1991,Comedy
What About Bob?,"$63,710,000",1991,Comedy
One Hundred and One Dalmatians 1991 Re-release,"$60,830,285",1991,
The Last Boy Scout,"$114,500,000",1991,Action
My Girl,"$58,070,845",1991,Comedy
Boyz n the Hood,"$56,215,095",1991,Drama
Doc Hollywood,"$54,751,779",1991,Romantic Comedy
Bugsy,"$49,103,967",1991,Drama
New Jack City,"$47,624,253",1991,Action
The Rocketeer,"$46,573,027",1991,Action
Thelma & Louise,"$45,460,747",1991,Action
Point Break,"$83,531,958",1991,Action
Regarding Henry,"$43,001,500",1991,Drama
The Fisher King,"$42,083,824",1991,Drama
Out for Justice,"$39,673,161",1991,Action
The Doctor,"$37,530,858",1991,Drama
Bill & Ted's Bogus Journey,"$37,540,012",1991,Adventure
Dead Again,"$38,016,380",1991,Thriller/Suspense
Soapdish,"$36,489,888",1991,Comedy
Freddy's Dead: The Final Nightmare,"$34,872,033",1991,
White Fang,"$34,729,091",1991,Adventure
The Doors,"$34,469,241",1991,Drama
King Ralph,"$33,512,735",1991,Comedy
Curly Sue,"$33,644,430",1991,Comedy
Dying Young,"$81,264,473",1991,Drama
Grand Canyon,"$40,098,309",1991,Drama
Jungle Fever,"$31,739,045",1991,Drama
Double Impact,"$29,090,445",1991,Action
L.A. Story,"$28,854,480",1991,Romantic Comedy
Deceived,"$28,738,096",1991,Thriller/Suspense
Necessary Roughness,"$26,255,594",1991,Comedy
The Hard Way,"$65,525,330",1991,Comedy
Other People's Money,"$35,682,000",1991,Comedy
Don't Tell Mom the Babysitter's Dead,"$25,122,195",1991,Comedy
Problem Child 2,"$25,104,700",1991,Black Comedy
Little Man Tate,"$24,989,789",1991,Drama
Class Action,"$23,968,042",1991,Drama
The People Under the Stairs,"$24,559,794",1991,Horror
Lionheart,"$22,545,360",1991,Action
Oscar,"$23,562,716",1991,Comedy
Frankie and Johnny,"$22,773,535",1991,Drama
Pure Luck,"$22,641,969",1991,Comedy
An American Tail: Fievel Goes West,"$20,218,664",1991,Adventure
Only the Lonely,"$21,830,957",1991,Comedy
Ricochet,"$21,756,163",1991,Thriller/Suspense
F/X2,"$21,178,789",1991,Action
Mobsters,"$20,246,790",1991,Drama
House Party 2,"$19,438,638",1991,Comedy
Mortal Thoughts,"$19,018,321",1991,Thriller/Suspense
Paradise,"$18,634,643",1991,Drama
For the Boys,"$17,684,580",1991,Drama
The NeverEnding Story II: The Next Chapter,"$17,373,527",1991,
Hudson Hawk,"$17,218,916",1991,Action
Defending Your Life,"$16,371,128",1991,Comedy
Billy Bathgate,"$15,565,363",1991,Drama
Highlander II: The Quickening,"$14,184,134",1991,Action
Switch,"$15,545,943",1991,Comedy
A Kiss Before Dying,"$14,769,755",1991,Thriller/Suspense
Shipwrecked,"$15,104,156",1991,
Toy Soldiers,"$15,073,942",1991,Action
Madonna: Truth or Dare,"$29,012,935",1991,Concert/Performance
Child's Play 3,"$19,850,380",1991,Horror
The Commitments,"$14,297,937",1991,Drama
Once Around,"$14,851,000",1991,Comedy
All I Want for Christmas,"$14,812,144",1991,Comedy
Not Without My Daughter,"$14,789,113",1991,Drama
Flight of the Intruder,"$14,471,440",1991,Action
Ernest Scared Stupid,"$14,143,280",1991,Comedy
The Perfect Weapon,"$14,061,361",1991,Action
Drop Dead Fred,"$14,272,777",1991,Black Comedy
The Marrying Man,"$12,454,768",1991,Romantic Comedy
Shattered,"$11,575,574",1991,Thriller/Suspense
Career Opportunities,"$10,986,645",1991,Romantic Comedy
One Good Cop,"$11,359,570",1991,Action
V.I. Warshawski,"$11,128,309",1991,Comedy
The Super,"$11,000,863",1991,Comedy
A Rage in Harlem,"$10,438,504",1991,Comedy
"He Said, She Said","$9,684,702",1991,Romantic Comedy
The Butcher's Wife,"$9,689,816",1991,Romantic Comedy
Scenes from a Mall,"$9,563,393",1991,Comedy
Guilty by Suspicion,"$9,445,090",1991,Drama
Body Parts,"$8,398,855",1991,Horror
Stone Cold,"$9,506,212",1991,Action
Warlock,"$8,824,553",1991,Horror
Late for Dinner,"$8,641,499",1991,Drama
The Five Heartbeats,"$7,527,479",1991,Drama
Bingo,"$8,011,019",1991,Adventure
Nothing But Trouble,"$8,479,793",1991,Comedy
Black Robe,"$8,211,952",1991,Drama
If Looks Could Kill,"$7,781,025",1991,Action
Strictly Business,"$7,683,267",1991,Romantic Comedy
Harley Davidson and the Marlboro Man,"$7,018,525",1991,Western
Wild Hearts Can't Be Broken,"$7,300,000",1991,Drama
Rush,"$7,241,350",1991,
Suburban Commando,"$6,950,596",1991,Comedy
Defenseless,"$6,379,362",1991,Thriller/Suspense
My Own Private Idaho,"$6,402,775",1991,Black Comedy
Rambling Rose,"$6,266,621",1991,Drama
Mystery Date,"$6,141,446",1991,Black Comedy
Barton Fink,"$5,726,463",1991,Black Comedy
Europa Europa,"$5,575,738",1991,Drama
Delirious,"$4,755,853",1991,Comedy
Livin' Large!,"$5,435,488",1991,Comedy
Eve of Destruction,"$4,704,884",1991,Action
The Object of Beauty,"$5,186,392",1991,Comedy
La Femme Nikita,"$5,018,604",1991,
True Identity,"$4,693,236",1991,Comedy
The Hitman,"$4,654,288",1991,Action
Dutch,"$4,271,022",1991,Comedy
Run,"$4,409,328",1991,Action
Hear My Song,"$4,313,473",1991,
Popcorn,"$4,656,759",1991,Horror
Life Stinks,"$3,946,820",1991,Comedy
Impromptu,"$4,076,211",1991,Comedy
Antarctica,"$66,070,389",1991,Documentary
Paris Is Burning,"$3,247,160",1991,Documentary
Mannequin: On the Move,"$3,300,609",1991,Romantic Comedy
My Heroes Have Always Been Cowboys,"$3,603,615",1991,Western
Shout,"$3,463,620",1991,Drama
Homicide,"$2,971,661",1991,Thriller/Suspense
Another You,"$2,697,777",1991,Comedy
The Man in the Moon,"$2,853,801",1991,Drama
Return to the Blue Lagoon,"$2,000,000",1991,Adventure
Straight Out of Brooklyn,"$2,712,293",1991,Drama
Naked Lunch,"$2,541,000",1991,Drama
Showdown in Little Tokyo,"$2,358,721",1991,Action
29th Street,"$1,287,171",1991,Comedy
Cadence,"$1,935,475",1991,Drama
The Double Life of Véronique,"$2,002,966",1991,
Ju Dou,"$1,581,618",1991,
Madame Bovary,"$1,942,423",1991,
Spartacus 1991 Re-release,"$1,830,650",1991,
Prospero's Books,"$1,750,301",1991,
Everybody's Fine,"$1,745,470",1991,
My Father's Glory,"$1,730,856",1991,
High Heels,"$1,710,057",1991,
Citizen Kane 1991 Re-release,"$1,585,634",1991,
Truly Madly Deeply,"$2,527,931",1991,Drama
Life Is Sweet,"$1,516,000",1991,Drama
Company Business,"$1,270,483",1991,Thriller/Suspense
My Mother's Castle,"$1,477,071",1991,
Mister Johnson,"$1,464,242",1991,
Book of Love,"$1,382,259",1991,
At Play in the Fields of the Lord,"$1,342,903",1991,Drama
City of Hope,"$1,264,910",1991,Drama
Hearts of Darkness: A Filmmaker's Apocalypse,"$1,318,849",1991,
The Rapture,"$1,277,404",1991,
Kickboxer 2: The Road Back,"$1,206,817",1991,Action
The Comfort of Strangers,"$1,244,000",1991,Drama
Slacker,"$1,227,508",1991,Comedy
Cool as Ice,"$1,031,420",1991,Comedy
Year of the Gun,"$11,820,000",1991,Action
The Unborn,"$61,754",1991,Horror
Daddy Nostalgia,"$1,108,429",1991,
Kafka,"$1,100,000",1991,
An Angel at My Table,"$1,054,638",1991,
Whore,"$1,008,404",1991,Drama
Screenplay: Antonia and Jane,"$1,002,078",1991,
Meeting Venus,"$1,000,348",1991,
Talkin' Dirty After Dark,"$978,775",1991,Comedy
The Taking of Beverly Hills,"$971,720",1991,Action
Beastmaster 2: Through the Portal of Time,"$869,325",1991,
The 23rd Tournee of Animation,"$862,309",1991,
The Miracle,"$835,519",1991,Drama
Until the End of the World,"$752,856",1991,Action
Poison,"$609,524",1991,
Mindwalk,"$708,440",1991,Drama
The Story of Boys & Girls,"$741,221",1991,
Rosencrantz & Guildenstern Are Dead,"$739,104",1991,
The British Invasion Returns,"$729,102",1991,
Thousand Pieces of Gold,"$717,772",1991,Western
Dice Rules,"$637,327",1991,Concert/Performance
Queens Logic,"$612,781",1991,
Auntie Danielle,"$604,624",1991,
The Pope Must Diet,"$582,510",1991,
The Search for Signs of Intelligent Life in the Universe,"$579,854",1991,
Rich Girl,"$368,056",1991,Drama
Hangin' with the Homeboys,"$516,855",1991,Comedy
"Sex, Drugs, Rock & Roll","$530,392",1991,
Rhapsody in August,"$516,431",1991,
Meet the Applegates,"$485,772",1991,
McBain,"$456,000",1991,Drama
Drowning by Numbers,"$424,773",1991,
Aladdin,"$504,050,219",1992,Adventure
Batman Returns,"$266,824,291",1992,Action
Home Alone 2: Lost in New York,"$358,994,850",1992,Comedy
Lethal Weapon 3,"$319,700,000",1992,Action
A Few Good Men,"$236,500,000",1992,Drama
Sister Act,"$231,600,000",1992,Comedy
The Bodyguard,"$411,006,740",1992,Drama
Wayne's World,"$183,097,323",1992,Comedy
Basic Instinct,"$352,699,997",1992,Thriller/Suspense
A League of Their Own,"$132,440,066",1992,Comedy
Unforgiven,"$159,157,447",1992,Western
The Hand That Rocks the Cradle,"$88,036,724",1992,Thriller/Suspense
Under Siege,"$156,563,139",1992,Action
Patriot Games,"$178,100,000",1992,Action
Bram Stoker's Dracula,"$215,862,666",1992,Horror
White Men Can't Jump,"$91,175,810",1992,Comedy
The Last of the Mohicans,"$75,505,856",1992,Drama
