items,domestic,international
http://www.wikidata.org/entity/Q7244660,164233,0
http://www.wikidata.org/entity/Q7245841,61002302,92000000
http://www.wikidata.org/entity/Q59783263,76413,52737
http://www.wikidata.org/entity/Q83649,69847000,0
http://www.wikidata.org/entity/Q730228,26853138,0
http://www.wikidata.org/entity/Q671593,346816,0
http://www.wikidata.org/entity/Q44085,14500000,0
http://www.wikidata.org/entity/Q460664,26847097,0
http://www.wikidata.org/entity/Q2075493,53700000,7200000
http://www.wikidata.org/entity/Q1305117,25411190,0
http://www.wikidata.org/entity/Q27204179,1176624,737282
http://www.wikidata.org/entity/Q48673984,922000,1200000
http://www.wikidata.org/entity/Q15091785,22500000,7000000
http://www.wikidata.org/entity/Q2054168,309391,404000
http://www.wikidata.org/entity/Q1369031,10130000,1500000
http://www.wikidata.org/entity/Q192686,126477084,276877385
http://www.wikidata.org/entity/Q763156,202473,0
http://www.wikidata.org/entity/Q62595383,6246480,7460000
http://www.wikidata.org/entity/Q686249,14986500,0
http://www.wikidata.org/entity/Q168849,32659811,62100000
http://www.wikidata.org/entity/Q56701991,37304,0
http://www.wikidata.org/entity/Q1236153,249377,1000000
http://www.wikidata.org/entity/Q638547,26500000,0
http://www.wikidata.org/entity/Q7251950,308586,0
http://www.wikidata.org/entity/Q7252226,1292,0
http://www.wikidata.org/entity/Q33894785,20930000,1000000
http://www.wikidata.org/entity/Q39137276,0,1870000
http://www.wikidata.org/entity/Q979196,21300000,14600000
http://www.wikidata.org/entity/Q3410050,26876,0
http://www.wikidata.org/entity/Q97760291,95364,0
http://www.wikidata.org/entity/Q18572508,97095253,117800000
http://www.wikidata.org/entity/Q24211474,102249,0
http://www.wikidata.org/entity/Q7259632,20000000,7500000
http://www.wikidata.org/entity/Q18170303,10412,0
http://www.wikidata.org/entity/Q1168696,4399562,0
http://www.wikidata.org/entity/Q1587058,11278021,0
http://www.wikidata.org/entity/Q1961600,21500000,0
http://www.wikidata.org/entity/Q376723,68704,0
http://www.wikidata.org/entity/Q1065829,8008997,2000000
http://www.wikidata.org/entity/Q60849526,0,6000000
http://www.wikidata.org/entity/Q56282670,64340,0
http://www.wikidata.org/entity/Q7261068,157362,0
http://www.wikidata.org/entity/Q1754021,68892000,0
http://www.wikidata.org/entity/Q1129313,31960626,25800000
http://www.wikidata.org/entity/Q1339513,8018452,0
http://www.wikidata.org/entity/Q3794074,149260504,405726973
http://www.wikidata.org/entity/Q6093480,17000,0
http://www.wikidata.org/entity/Q15039510,2000000,5000000
http://www.wikidata.org/entity/Q27681083,4760,14493
http://www.wikidata.org/entity/Q51998716,104000,1000000
http://www.wikidata.org/entity/Q618527,11000000,0
http://www.wikidata.org/entity/Q962987,2580000,0
http://www.wikidata.org/entity/Q19365749,0,4000000
http://www.wikidata.org/entity/Q181540,168368427,417722300
http://www.wikidata.org/entity/Q1138614,31677763,6915701
http://www.wikidata.org/entity/Q2300191,18862596,35600000
http://www.wikidata.org/entity/Q60683357,27700000,16900000
http://www.wikidata.org/entity/Q15907466,11000000,10000000
http://www.wikidata.org/entity/Q18153400,60000,0
http://www.wikidata.org/entity/Q20921603,8877749,10400000
http://www.wikidata.org/entity/Q109558330,100000,0
http://www.wikidata.org/entity/Q15407746,12196,583553
http://www.wikidata.org/entity/Q7270678,208907,0
http://www.wikidata.org/entity/Q1476932,612781,0
http://www.wikidata.org/entity/Q16855919,0,16000000
http://www.wikidata.org/entity/Q1305773,15300000,0
http://www.wikidata.org/entity/Q2569590,7000000,0
http://www.wikidata.org/entity/Q3270331,30911,0
http://www.wikidata.org/entity/Q7271855,18091,0
http://www.wikidata.org/entity/Q4458431,2000000,0
http://www.wikidata.org/entity/Q1544448,21136053,0
http://www.wikidata.org/entity/Q651722,24000000,20000000
http://www.wikidata.org/entity/Q3012553,33618755,44900000
http://www.wikidata.org/entity/Q1142799,6154252,13000000
http://www.wikidata.org/entity/Q1164940,2223897,2300000
http://www.wikidata.org/entity/Q43302283,8700000,27000000
http://www.wikidata.org/entity/Q922006,67172838,40700000
http://www.wikidata.org/entity/Q2427304,2000,0
http://www.wikidata.org/entity/Q1117613,12644777,5630000
http://www.wikidata.org/entity/Q2253656,14560,0
http://www.wikidata.org/entity/Q1165633,49177154,40400000
http://www.wikidata.org/entity/Q7279911,2000000,0
http://www.wikidata.org/entity/Q7280307,3000,0
http://www.wikidata.org/entity/Q27642895,0,11000000
http://www.wikidata.org/entity/Q82352,5256439,0
http://www.wikidata.org/entity/Q50329297,0,2300000
http://www.wikidata.org/entity/Q685109,14400000,0
http://www.wikidata.org/entity/Q12128282,4150000,0
http://www.wikidata.org/entity/Q4411138,4000,0
http://www.wikidata.org/entity/Q3836687,9100000,0
http://www.wikidata.org/entity/Q220780,23384000,0
http://www.wikidata.org/entity/Q2604288,21000000,0
http://www.wikidata.org/entity/Q174284,212222025,141700000
http://www.wikidata.org/entity/Q1507790,400000,0
http://www.wikidata.org/entity/Q188845,172825435,180000000
http://www.wikidata.org/entity/Q4164174,100918,0
http://www.wikidata.org/entity/Q12084474,7000000,0
http://www.wikidata.org/entity/Q670439,22900000,0
http://www.wikidata.org/entity/Q7285147,3500,0
http://www.wikidata.org/entity/Q1422400,37481089,21700000
http://www.wikidata.org/entity/Q2300440,2085095,0
http://www.wikidata.org/entity/Q25167044,201091711,328201671
http://www.wikidata.org/entity/Q159870,42375490,113244290
http://www.wikidata.org/entity/Q319783,150176069,149985000
http://www.wikidata.org/entity/Q1147079,26567462,8100000
http://www.wikidata.org/entity/Q138084,970979,0
http://www.wikidata.org/entity/Q97355155,45000,400000
http://www.wikidata.org/entity/Q7292528,28552,0
http://www.wikidata.org/entity/Q924135,12580000,20600000
http://www.wikidata.org/entity/Q21095446,353000,0
http://www.wikidata.org/entity/Q3418957,123477607,121919203
http://www.wikidata.org/entity/Q2366200,136492681,122400000
http://www.wikidata.org/entity/Q21527980,14435643,0
http://www.wikidata.org/entity/Q170035,206445654,417277164
http://www.wikidata.org/entity/Q2036318,150000,0
http://www.wikidata.org/entity/Q26832629,18000,0
http://www.wikidata.org/entity/Q1140605,57400000,28300000
http://www.wikidata.org/entity/Q2133691,2014787,1120000
http://www.wikidata.org/entity/Q7296856,16094035,0
http://www.wikidata.org/entity/Q56489261,0,109000
http://www.wikidata.org/entity/Q797242,75331218,50200000
http://www.wikidata.org/entity/Q17148466,12000,0
http://www.wikidata.org/entity/Q3421387,150000,0
http://www.wikidata.org/entity/Q54829190,14017000,3800000
http://www.wikidata.org/entity/Q12127059,25000,0
http://www.wikidata.org/entity/Q7300206,30000,0
http://www.wikidata.org/entity/Q7300646,180000000,120000000
http://www.wikidata.org/entity/Q58815115,28714551,28800000
http://www.wikidata.org/entity/Q22000542,137690172,445233006
http://www.wikidata.org/entity/Q1730419,12954873,0
http://www.wikidata.org/entity/Q792256,7167914,0
http://www.wikidata.org/entity/Q261759,85468508,213300000
http://www.wikidata.org/entity/Q1280945,5662735,0
http://www.wikidata.org/entity/Q14370105,3879,0
http://www.wikidata.org/entity/Q23999294,104030,0
http://www.wikidata.org/entity/Q891672,130573,389290
http://www.wikidata.org/entity/Q3931261,16674990,0
http://www.wikidata.org/entity/Q96314873,127995,0
http://www.wikidata.org/entity/Q858842,90100000,108600000
http://www.wikidata.org/entity/Q903930,53562638,94700000
http://www.wikidata.org/entity/Q1753795,65096,78159
http://www.wikidata.org/entity/Q18127471,695657,115000
http://www.wikidata.org/entity/Q27590393,0,102591
http://www.wikidata.org/entity/Q286132,22242027,14000000
http://www.wikidata.org/entity/Q2135949,2114679,18939468
http://www.wikidata.org/entity/Q25437113,0,5900000
http://www.wikidata.org/entity/Q4239358,18856,0
http://www.wikidata.org/entity/Q97182477,9200000,2100000
http://www.wikidata.org/entity/Q27958294,57790000,37400000
http://www.wikidata.org/entity/Q2947823,34996078,51800000
http://www.wikidata.org/entity/Q3422730,21102,0
http://www.wikidata.org/entity/Q7304316,338803,0
http://www.wikidata.org/entity/Q47086569,1000000,5000000
http://www.wikidata.org/entity/Q247091,4501679,8500000
http://www.wikidata.org/entity/Q58815001,0,178000
http://www.wikidata.org/entity/Q945685,17648011,33460000
http://www.wikidata.org/entity/Q815608,37462207,51400000
http://www.wikidata.org/entity/Q105657351,1000000,1000000
http://www.wikidata.org/entity/Q1518218,258881,0
http://www.wikidata.org/entity/Q7304969,10000,0
http://www.wikidata.org/entity/Q597239,40000000,0
http://www.wikidata.org/entity/Q28173075,46787472,104341793
http://www.wikidata.org/entity/Q7305113,1104294,444467
http://www.wikidata.org/entity/Q1506057,50172175,4893123
http://www.wikidata.org/entity/Q51088493,10436,0
http://www.wikidata.org/entity/Q4048136,26000,0
http://www.wikidata.org/entity/Q603865,43001289,15000000
http://www.wikidata.org/entity/Q16672410,540395,16670000
http://www.wikidata.org/entity/Q925384,43061482,22100000
http://www.wikidata.org/entity/Q653056,19966126,22000000
http://www.wikidata.org/entity/Q16672466,3200000,19300000
http://www.wikidata.org/entity/Q18209531,4000000,0
http://www.wikidata.org/entity/Q87519760,192352,104826
http://www.wikidata.org/entity/Q591709,13011419,13000000
http://www.wikidata.org/entity/Q111628364,0,10100000
http://www.wikidata.org/entity/Q7311657,19306817,36603138
http://www.wikidata.org/entity/Q28101385,4000,1000000
http://www.wikidata.org/entity/Q81207836,3700000,12000000
http://www.wikidata.org/entity/Q934335,14600000,0
http://www.wikidata.org/entity/Q38842002,70000,1800000
http://www.wikidata.org/entity/Q498797,9655740,27045652
http://www.wikidata.org/entity/Q19897965,9020000,0
http://www.wikidata.org/entity/Q110811753,17300000,12000000
http://www.wikidata.org/entity/Q964424,20999802,922036
http://www.wikidata.org/entity/Q3425503,225567,2220000
http://www.wikidata.org/entity/Q1049095,29442300,10237000
http://www.wikidata.org/entity/Q27961913,1100000,0
http://www.wikidata.org/entity/Q1513017,146750,0
http://www.wikidata.org/entity/Q1280565,3297480,0
http://www.wikidata.org/entity/Q1460779,13779495,18009291
http://www.wikidata.org/entity/Q634582,1292447,0
http://www.wikidata.org/entity/Q39073438,7500,0
http://www.wikidata.org/entity/Q24273547,30973,0
http://www.wikidata.org/entity/Q180706,5247949,2680000
http://www.wikidata.org/entity/Q782734,1220840,0
http://www.wikidata.org/entity/Q153484,40200000,67900000
http://www.wikidata.org/entity/Q324557,60005939,236100000
http://www.wikidata.org/entity/Q161400,51198911,78000000
http://www.wikidata.org/entity/Q150044,303925,2360000
http://www.wikidata.org/entity/Q284042,0,40000000
http://www.wikidata.org/entity/Q156069,50123678,97400000
http://www.wikidata.org/entity/Q83542,42345123,197976623
http://www.wikidata.org/entity/Q12049257,26400000,285400000
http://www.wikidata.org/entity/Q79327081,24300000,16000000
http://www.wikidata.org/entity/Q949186,257749,3522601
http://www.wikidata.org/entity/Q25340088,4000000,5000000
http://www.wikidata.org/entity/Q18703883,104271,0
http://www.wikidata.org/entity/Q155485,3000000,0
http://www.wikidata.org/entity/Q20899744,0,11000000
http://www.wikidata.org/entity/Q112762598,300000,1000000
http://www.wikidata.org/entity/Q108314793,5500000,7200000
http://www.wikidata.org/entity/Q1808194,57339,7010000
http://www.wikidata.org/entity/Q691118,54000,0
http://www.wikidata.org/entity/Q2298697,9020000,0
http://www.wikidata.org/entity/Q1089951,1958947,0
http://www.wikidata.org/entity/Q194599,32066724,0
http://www.wikidata.org/entity/Q2203352,5362440,0
http://www.wikidata.org/entity/Q4004140,15000000,20000000
http://www.wikidata.org/entity/Q7317926,44717,0
http://www.wikidata.org/entity/Q14775040,100429,0
http://www.wikidata.org/entity/Q768237,30200000,0
http://www.wikidata.org/entity/Q1210973,15384588,0
http://www.wikidata.org/entity/Q111264314,0,2700000
http://www.wikidata.org/entity/Q39070764,4000,148000
http://www.wikidata.org/entity/Q7318625,346461,0
http://www.wikidata.org/entity/Q276299,22394376,75200000
http://www.wikidata.org/entity/Q583869,702836,6020000
http://www.wikidata.org/entity/Q7321633,1300000,0
http://www.wikidata.org/entity/Q3430887,274405,586636
http://www.wikidata.org/entity/Q65058737,22345123,16900000
http://www.wikidata.org/entity/Q7328528,36400000,0
http://www.wikidata.org/entity/Q33256044,0,1782647
http://www.wikidata.org/entity/Q506394,38508753,24300000
http://www.wikidata.org/entity/Q18342295,26652330,14000000
http://www.wikidata.org/entity/Q2000427,0,3000000
http://www.wikidata.org/entity/Q1030652,21000000,0
http://www.wikidata.org/entity/Q1960913,42544044,55898290
http://www.wikidata.org/entity/Q23829715,5000000,0
http://www.wikidata.org/entity/Q12127154,134938200,19493700
http://www.wikidata.org/entity/Q17903453,91197936,33120000
http://www.wikidata.org/entity/Q70842752,1000000,10000000
http://www.wikidata.org/entity/Q661142,1400000,4700000
http://www.wikidata.org/entity/Q2151877,2807996,0
http://www.wikidata.org/entity/Q2151916,13411,0
http://www.wikidata.org/entity/Q250447,1000000,67300000
http://www.wikidata.org/entity/Q65552643,240897,2000000
http://www.wikidata.org/entity/Q2152804,350992,0
http://www.wikidata.org/entity/Q477624,40071943,38400000
http://www.wikidata.org/entity/Q7334932,21017326,0
http://www.wikidata.org/entity/Q19866947,27674078,60540000
http://www.wikidata.org/entity/Q17029422,143619809,341988321
http://www.wikidata.org/entity/Q6296387,131538435,368188435
http://www.wikidata.org/entity/Q2031752,0,5000000
http://www.wikidata.org/entity/Q7336004,36452800,9380000
http://www.wikidata.org/entity/Q136625,103413157,203528912
http://www.wikidata.org/entity/Q243983,176760185,305040864
http://www.wikidata.org/entity/Q20814720,63500000,0
http://www.wikidata.org/entity/Q1169762,485000,0
http://www.wikidata.org/entity/Q7338317,1327902,0
http://www.wikidata.org/entity/Q2627652,3206444,0
http://www.wikidata.org/entity/Q16996661,105046,0
http://www.wikidata.org/entity/Q17017420,30250000,0
http://www.wikidata.org/entity/Q4808378,123724,0
http://www.wikidata.org/entity/Q46918,647271,2000000
http://www.wikidata.org/entity/Q468033,104454762,87602909
http://www.wikidata.org/entity/Q1135079,2000000,0
http://www.wikidata.org/entity/Q64747414,140012,100000
http://www.wikidata.org/entity/Q689658,105269730,216400000
http://www.wikidata.org/entity/Q7352489,165493908,225000000
http://www.wikidata.org/entity/Q21755531,12000000,34000000
http://www.wikidata.org/entity/Q864518,53000000,24000000
http://www.wikidata.org/entity/Q834021,45000000,22900000
http://www.wikidata.org/entity/Q841233,10444478,0
http://www.wikidata.org/entity/Q1357820,3356355,204613
http://www.wikidata.org/entity/Q14167288,10602,401000
http://www.wikidata.org/entity/Q3437259,18070,0
http://www.wikidata.org/entity/Q15039878,108036,0
http://www.wikidata.org/entity/Q28496667,0,8000000
http://www.wikidata.org/entity/Q20751338,9368744,14800000
http://www.wikidata.org/entity/Q107158207,15000,0
http://www.wikidata.org/entity/Q963948,187349,0
http://www.wikidata.org/entity/Q5550401,3640408,0
http://www.wikidata.org/entity/Q55934795,96800000,103200000
http://www.wikidata.org/entity/Q898461,5937544,25800000
http://www.wikidata.org/entity/Q651060,38516754,38900000
http://www.wikidata.org/entity/Q7354669,291019,0
http://www.wikidata.org/entity/Q14907655,27302,0
http://www.wikidata.org/entity/Q17155559,3000000,2700000
http://www.wikidata.org/entity/Q23368872,117235147,107000000
http://www.wikidata.org/entity/Q108392396,16000000,18000000
http://www.wikidata.org/entity/Q724455,70012628,85647991
http://www.wikidata.org/entity/Q241504,125049125,22500000
http://www.wikidata.org/entity/Q82949,40947947,59400000
http://www.wikidata.org/entity/Q29378805,30000,1000000
http://www.wikidata.org/entity/Q1515931,104578,0
http://www.wikidata.org/entity/Q19590955,532177324,523879949
http://www.wikidata.org/entity/Q706858,67649308,25400000
http://www.wikidata.org/entity/Q627209,19000000,7000000
http://www.wikidata.org/entity/Q7361084,11000000,0
http://www.wikidata.org/entity/Q1752790,35000,1000000
http://www.wikidata.org/entity/Q502629,76573178,45400000
http://www.wikidata.org/entity/Q29096095,12000000,3900000
http://www.wikidata.org/entity/Q1440375,636471,0
http://www.wikidata.org/entity/Q61642202,6000000,0
http://www.wikidata.org/entity/Q1758089,114334,11000000
http://www.wikidata.org/entity/Q463313,46751237,101200000
http://www.wikidata.org/entity/Q2716956,38900000,14500000
http://www.wikidata.org/entity/Q748080,55697336,56700000
http://www.wikidata.org/entity/Q909098,310208,1000000
http://www.wikidata.org/entity/Q1854476,29357218,13900000
http://www.wikidata.org/entity/Q106299119,23045641,47100000
http://www.wikidata.org/entity/Q21027936,15752,387000
http://www.wikidata.org/entity/Q751401,41667000,70000000
http://www.wikidata.org/entity/Q3046553,252182,0
http://www.wikidata.org/entity/Q7366224,0,67800000
http://www.wikidata.org/entity/Q18703032,14676317,10170000
http://www.wikidata.org/entity/Q4020673,296359,48465
http://www.wikidata.org/entity/Q2166160,12000000,0
http://www.wikidata.org/entity/Q137960,17100000,0
http://www.wikidata.org/entity/Q23714983,0,2200000
http://www.wikidata.org/entity/Q607179,33000000,0
http://www.wikidata.org/entity/Q1579166,739104,0
http://www.wikidata.org/entity/Q491442,624350,2630000
http://www.wikidata.org/entity/Q21034403,319377,0
http://www.wikidata.org/entity/Q1907380,13000,2000000
http://www.wikidata.org/entity/Q14948398,3030000,2700000
http://www.wikidata.org/entity/Q63207551,0,2800000
http://www.wikidata.org/entity/Q27701601,22653044,22400000
http://www.wikidata.org/entity/Q832728,22907553,0
http://www.wikidata.org/entity/Q1783991,3000000,0
http://www.wikidata.org/entity/Q2467712,0,143000
http://www.wikidata.org/entity/Q4217155,10400000,0
http://www.wikidata.org/entity/Q60424165,14700000,146000000
http://www.wikidata.org/entity/Q2171533,9780,100370
http://www.wikidata.org/entity/Q3280332,919671,0
http://www.wikidata.org/entity/Q1467237,61086,0
http://www.wikidata.org/entity/Q210111,2540970,5100000
http://www.wikidata.org/entity/Q14834030,54662,0
http://www.wikidata.org/entity/Q2382723,1910712,10400000
http://www.wikidata.org/entity/Q3107519,22945207,0
http://www.wikidata.org/entity/Q698033,61670808,43400000
http://www.wikidata.org/entity/Q845102,2500000,0
http://www.wikidata.org/entity/Q789374,32411961,76000000
http://www.wikidata.org/entity/Q16736289,7000000,20000000
http://www.wikidata.org/entity/Q15220567,26715000,43200000
http://www.wikidata.org/entity/Q17063914,6900000,0
http://www.wikidata.org/entity/Q1160813,152257509,138000000
http://www.wikidata.org/entity/Q151870,49503855,48800000
http://www.wikidata.org/entity/Q1417929,5900000,32000000
http://www.wikidata.org/entity/Q4080450,0,174000
http://www.wikidata.org/entity/Q7380038,2290000,0
http://www.wikidata.org/entity/Q623518,38000000,0
http://www.wikidata.org/entity/Q51633939,1048,0
http://www.wikidata.org/entity/Q61851130,6194308,0
http://www.wikidata.org/entity/Q106616993,1000000,2000000
http://www.wikidata.org/entity/Q3453301,9000,0
http://www.wikidata.org/entity/Q3942848,48171,0
http://www.wikidata.org/entity/Q255342,141186864,103478780
http://www.wikidata.org/entity/Q830208,226164286,121195952
http://www.wikidata.org/entity/Q498109,140125968,258022233
http://www.wikidata.org/entity/Q1347393,17105219,17000000
http://www.wikidata.org/entity/Q2067091,2000000,0
http://www.wikidata.org/entity/Q3605114,2000000,0
http://www.wikidata.org/entity/Q684697,71600000,0
http://www.wikidata.org/entity/Q923343,71036707,15300000
http://www.wikidata.org/entity/Q1423795,13600000,30000000
http://www.wikidata.org/entity/Q115675219,500000,1000000
http://www.wikidata.org/entity/Q55356128,34000,0
http://www.wikidata.org/entity/Q22000551,0,2040000
http://www.wikidata.org/entity/Q24806835,0,1000000
http://www.wikidata.org/entity/Q227540,635239,0
http://www.wikidata.org/entity/Q1755157,14600000,0
http://www.wikidata.org/entity/Q900708,53671000,53600000
http://www.wikidata.org/entity/Q2731453,1713644,17600000
http://www.wikidata.org/entity/Q1767513,71349760,63300000
http://www.wikidata.org/entity/Q934739,126373434,822600000
http://www.wikidata.org/entity/Q7398493,22527,0
http://www.wikidata.org/entity/Q1475022,2460000,0
http://www.wikidata.org/entity/Q2110480,4000000,2000000
http://www.wikidata.org/entity/Q28233477,119999,0
http://www.wikidata.org/entity/Q63257096,1100000,0
http://www.wikidata.org/entity/Q29906260,104446,0
http://www.wikidata.org/entity/Q15271016,274000,7390000
http://www.wikidata.org/entity/Q68681279,87418,1040000
http://www.wikidata.org/entity/Q113443388,320000,1100000
http://www.wikidata.org/entity/Q835723,423628,0
http://www.wikidata.org/entity/Q658558,1274894,0
http://www.wikidata.org/entity/Q13534614,576184,0
http://www.wikidata.org/entity/Q602256,9139711,24900000
http://www.wikidata.org/entity/Q628139,118311368,175191986
http://www.wikidata.org/entity/Q1348423,1462814,0
http://www.wikidata.org/entity/Q3544111,26536,0
http://www.wikidata.org/entity/Q16675434,2600000,18600000
http://www.wikidata.org/entity/Q19867188,6370995,303000
http://www.wikidata.org/entity/Q2558644,19100000,0
http://www.wikidata.org/entity/Q785058,139210,70174306
http://www.wikidata.org/entity/Q1384699,260000,0
http://www.wikidata.org/entity/Q390359,287220,1340000
http://www.wikidata.org/entity/Q3470948,4877980,4840000
http://www.wikidata.org/entity/Q15973073,155190832,318800000
http://www.wikidata.org/entity/Q580351,23465470,80610506
http://www.wikidata.org/entity/Q48671184,300000,0
http://www.wikidata.org/entity/Q2222779,1888756,0
http://www.wikidata.org/entity/Q1931267,16000000,24000000
http://www.wikidata.org/entity/Q19516271,25872,1000000
http://www.wikidata.org/entity/Q2577161,7330612,0
http://www.wikidata.org/entity/Q7422507,858277,0
http://www.wikidata.org/entity/Q7422671,10100,0
http://www.wikidata.org/entity/Q59631199,58595,0
http://www.wikidata.org/entity/Q1248487,8000000,0
http://www.wikidata.org/entity/Q104882689,9000,0
http://www.wikidata.org/entity/Q37325953,14260,0
http://www.wikidata.org/entity/Q47654,94000000,159000000
http://www.wikidata.org/entity/Q657075,9000000,10000000
http://www.wikidata.org/entity/Q3057300,6000000,11000000
http://www.wikidata.org/entity/Q65055352,0,1000000
http://www.wikidata.org/entity/Q2060283,38284,482000
http://www.wikidata.org/entity/Q125919093,47138295,36800000
http://www.wikidata.org/entity/Q1474127,8400000,1000000
http://www.wikidata.org/entity/Q16695025,53668,0
http://www.wikidata.org/entity/Q2502319,100516,0
http://www.wikidata.org/entity/Q84363557,320622,0
http://www.wikidata.org/entity/Q59631361,2811913,0
http://www.wikidata.org/entity/Q1470314,658999,104000
http://www.wikidata.org/entity/Q7428275,21197813,16700000
http://www.wikidata.org/entity/Q3474574,83299200,34950000
http://www.wikidata.org/entity/Q165817,216540909,265300000
http://www.wikidata.org/entity/Q7428297,1000000,0
http://www.wikidata.org/entity/Q486239,55983000,47600000
http://www.wikidata.org/entity/Q676284,45711095,90400000
http://www.wikidata.org/entity/Q270410,87399255,60600000
http://www.wikidata.org/entity/Q276392,80338342,84060000
http://www.wikidata.org/entity/Q326319,63100000,71000000
http://www.wikidata.org/entity/Q326177,56245321,88900000
http://www.wikidata.org/entity/Q834327,27674030,45400000
http://www.wikidata.org/entity/Q115734942,50000000,60000000
http://www.wikidata.org/entity/Q615720,10000,0
http://www.wikidata.org/entity/Q551823,14500000,0
http://www.wikidata.org/entity/Q3475152,15000,4000000
http://www.wikidata.org/entity/Q1055299,90729717,178256177
http://www.wikidata.org/entity/Q56274092,68494740,37600000
http://www.wikidata.org/entity/Q19961528,598713,0
http://www.wikidata.org/entity/Q693721,9300000,0
http://www.wikidata.org/entity/Q7430794,1530000,0
http://www.wikidata.org/entity/Q321561,63409545,71000000
http://www.wikidata.org/entity/Q2082586,10000,0
http://www.wikidata.org/entity/Q2278739,14800000,0
http://www.wikidata.org/entity/Q1530069,17380742,2700000
http://www.wikidata.org/entity/Q820753,81001736,49700000
http://www.wikidata.org/entity/Q40074,14600000,0
http://www.wikidata.org/entity/Q65091684,100000,200000
http://www.wikidata.org/entity/Q23999279,0,27500000
http://www.wikidata.org/entity/Q936302,153294164,122356539
http://www.wikidata.org/entity/Q116954564,10511046,28500000
http://www.wikidata.org/entity/Q28912378,101382,0
http://www.wikidata.org/entity/Q753899,31524275,16300000
http://www.wikidata.org/entity/Q270599,101363301,71700000
http://www.wikidata.org/entity/Q391784,89200044,58600000
http://www.wikidata.org/entity/Q323392,38500000,59700000
http://www.wikidata.org/entity/Q585415,573718,0
http://www.wikidata.org/entity/Q112183099,108161389,116000000
http://www.wikidata.org/entity/Q66363961,36464,0
http://www.wikidata.org/entity/Q1265063,6328351,0
http://www.wikidata.org/entity/Q179018,120277854,148336445
http://www.wikidata.org/entity/Q499647,14200000,20000000
http://www.wikidata.org/entity/Q83957306,110225,0
http://www.wikidata.org/entity/Q510180,58600000,11000000
http://www.wikidata.org/entity/Q84158729,68000,0
http://www.wikidata.org/entity/Q15732533,38991,0
http://www.wikidata.org/entity/Q48674419,26600000,45500000
http://www.wikidata.org/entity/Q663528,7250000,0
http://www.wikidata.org/entity/Q287708,3095634,6066595
http://www.wikidata.org/entity/Q17079694,45000,1000000
http://www.wikidata.org/entity/Q2520777,24731828,67400000
http://www.wikidata.org/entity/Q55603330,60000,500000
http://www.wikidata.org/entity/Q48672735,39014573,39400000
http://www.wikidata.org/entity/Q951703,42070454,5000000
http://www.wikidata.org/entity/Q7443539,500000,0
http://www.wikidata.org/entity/Q3477220,8695352,0
http://www.wikidata.org/entity/Q470665,59717130,20500000
http://www.wikidata.org/entity/Q742195,4000000,1000000
http://www.wikidata.org/entity/Q391172,13399566,26000000
http://www.wikidata.org/entity/Q28127548,9660000,123000000
http://www.wikidata.org/entity/Q7445368,17300,0
http://www.wikidata.org/entity/Q105319897,9500000,12200000
http://www.wikidata.org/entity/Q3477673,152379,0
http://www.wikidata.org/entity/Q1199733,4230000,10100000
http://www.wikidata.org/entity/Q2465329,15503290,2900000
http://www.wikidata.org/entity/Q2407062,43700000,15300000
http://www.wikidata.org/entity/Q126281,582349,0
http://www.wikidata.org/entity/Q751130,35000000,15000000
http://www.wikidata.org/entity/Q15622633,12379000,16800000
http://www.wikidata.org/entity/Q17183770,52089908,17000000
http://www.wikidata.org/entity/Q747803,33772063,10100000
http://www.wikidata.org/entity/Q942355,9200000,0
http://www.wikidata.org/entity/Q534785,1611574,10400000
http://www.wikidata.org/entity/Q643263,43500000,85000000
http://www.wikidata.org/entity/Q1785626,13156880,0
http://www.wikidata.org/entity/Q18747701,100000,0
http://www.wikidata.org/entity/Q383810,44683,0
http://www.wikidata.org/entity/Q4339467,500000,0
http://www.wikidata.org/entity/Q17143455,4300000,1000000
http://www.wikidata.org/entity/Q3478948,48634,0
http://www.wikidata.org/entity/Q3283693,1128282,0
http://www.wikidata.org/entity/Q18153900,10289,0
http://www.wikidata.org/entity/Q1354162,418296,0
http://www.wikidata.org/entity/Q4417561,320000,4700000
http://www.wikidata.org/entity/Q34779365,25514089,14071000
http://www.wikidata.org/entity/Q610670,7875888,0
http://www.wikidata.org/entity/Q7454805,226363,0
http://www.wikidata.org/entity/Q649254,13488,0
http://www.wikidata.org/entity/Q41798622,8340,0
http://www.wikidata.org/entity/Q1635199,16932884,16800000
http://www.wikidata.org/entity/Q3234280,13896097,0
http://www.wikidata.org/entity/Q577221,373554,0
http://www.wikidata.org/entity/Q18357190,3600,33000
http://www.wikidata.org/entity/Q778970,2000000,8000000
http://www.wikidata.org/entity/Q65924999,0,1100000
http://www.wikidata.org/entity/Q22944613,0,1110000
http://www.wikidata.org/entity/Q18357238,100125643,227200000
http://www.wikidata.org/entity/Q635924,69848223,98300000
http://www.wikidata.org/entity/Q59610,14982220,19100000
http://www.wikidata.org/entity/Q844883,37781266,96000000
http://www.wikidata.org/entity/Q870666,47349,1072230
http://www.wikidata.org/entity/Q1367548,24725053,11800000
http://www.wikidata.org/entity/Q425579,20468,0
http://www.wikidata.org/entity/Q381751,152647258,262605516
http://www.wikidata.org/entity/Q739502,95147348,195300000
http://www.wikidata.org/entity/Q537762,8698572,2440000
http://www.wikidata.org/entity/Q16326600,38762027,76800000
